customer_unique_id,CLTV,Customer_Health_Index,Dynamic_Risk_Score,Customer_Persona,Next_Best_Action,Customer_Influence_Score,Strategic_Value_Score,Retention_Priority_Score,Lifecycle_Stage,Recommended_Campaign,Retention_Campaign
e64269d4e5997521884e61069f671fc8,58.0,23.27,76.73,Inactive Customer,Win-Back Campaign,11.85,16.42,76.73,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6428c4b3e9771c097f0ec6d16fd1d96,175.0,28.2,71.8,VIP Customer,VIP Loyalty Benefits,14.75,20.13,71.8,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e645249b9f48b351863e2789a0a72ff0,0.0,29.7,70.3,Inactive Customer,Win-Back Campaign,14.85,20.79,70.3,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e64711458e5538f51bc01c3388443450,144.99,29.2,70.8,VIP Customer,VIP Loyalty Benefits,15.14,20.76,70.8,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e64ab18890c89066fe47f8abbbf180de,93.0,14.57,85.43,At Risk Customer,Urgent Retention Campaign,7.63,10.41,85.43,Churn Risk Stage,Retention Campaign,Special Discount Offer
e64bf18b342e0929db987c7ebb9e597f,99.99,16.29,83.71,At Risk Customer,Urgent Retention Campaign,8.52,11.63,83.71,Churn Risk Stage,Retention Campaign,Special Discount Offer
e64bf84beda887e254eb2774b89f1105,0.0,28.36,71.64,Inactive Customer,Win-Back Campaign,14.18,19.85,71.64,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e64ff3aa451224e1c9459826a335ff33,150.0,16.32,83.68,VIP Customer,VIP Loyalty Benefits,8.72,11.76,83.68,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e650a740f366df1d65e17eeda8cccb43,1899.12,15.45,84.55,VIP Customer,VIP Loyalty Benefits,14.79,15.05,84.55,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e651165ec988a062dffec6d19e1443a3,105.9,16.46,83.54,At Risk Customer,Urgent Retention Campaign,8.62,11.76,83.54,Churn Risk Stage,Retention Campaign,Special Discount Offer
e651d2d81b0b818d1910812d85fa513b,12.9,26.52,73.48,Inactive Customer,Win-Back Campaign,13.31,18.59,73.48,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6555acfae6ffe885f6c4ed864f93a2f,139.9,16.04,83.96,VIP Customer,VIP Loyalty Benefits,8.54,11.54,83.96,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6558a7e200fd62e29e284c91e771b00,41.5,23.3,76.7,Inactive Customer,Win-Back Campaign,11.8,16.4,76.7,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e657c9b7ede1829253030e388c916fb5,0.0,25.82,74.18,Inactive Customer,Win-Back Campaign,12.91,18.07,74.18,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e65862da4f9f183565831cf7e1cbb7a5,143.25,11.81,88.19,VIP Customer,VIP Loyalty Benefits,6.44,8.59,88.19,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e658ba73bfb0a4c88545c2e1ac3db134,59.9,25.71,74.29,Inactive Customer,Win-Back Campaign,13.08,18.13,74.29,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6591c0e8814d0f576995dcf54016221,0.0,15.63,84.37,At Risk Customer,Urgent Retention Campaign,7.82,10.94,84.37,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6593bb82b459d6643d3761f9e62e8fd,0.0,25.98,74.02,Inactive Customer,Win-Back Campaign,12.99,18.19,74.02,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6598b200124ba3d069678bd3b569475,109.8,25.78,74.22,Inactive Customer,Win-Back Campaign,13.3,18.29,74.22,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e65a19abd4e4edcb024111af0dd7f048,0.0,26.8,73.2,Inactive Customer,Win-Back Campaign,13.4,18.76,73.2,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e65b4a5d7c76e1b12a15801bab3a6576,0.0,23.24,76.76,Inactive Customer,Win-Back Campaign,11.62,16.27,76.76,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e65d410bc8bc98f63ba2b50296ad4c48,27.99,23.07,76.93,Inactive Customer,Win-Back Campaign,11.64,16.21,76.93,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e65e6159c5cfea9bd5aa393b49b02ee6,99.98,29.33,70.67,Inactive Customer,Win-Back Campaign,15.04,20.76,70.67,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e65f47a397dcdb60a3c5fbf42821b499,104.9,26.6,73.4,Inactive Customer,Win-Back Campaign,13.69,18.85,73.4,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6613a70e371c0a9bbb4f75b6ed12b5e,10.99,26.87,73.13,Inactive Customer,Win-Back Campaign,13.48,18.84,73.13,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6615a6b892c0ae58f8d1e1bd8f1c609,89.9,15.19,84.81,At Risk Customer,Urgent Retention Campaign,7.93,10.83,84.81,Churn Risk Stage,Retention Campaign,Special Discount Offer
e661614250a17fe1a53be84269c7386c,189.0,26.05,73.95,VIP Customer,VIP Loyalty Benefits,13.73,18.66,73.95,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e66418bf851302ea9fa40de89d719cf6,35.9,16.09,83.91,At Risk Customer,Urgent Retention Campaign,8.18,11.34,83.91,Churn Risk Stage,Retention Campaign,Special Discount Offer
e664e17fa897fc345bb97661a57a910b,180.0,16.26,83.74,VIP Customer,VIP Loyalty Benefits,8.8,11.78,83.74,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e665fbf7cedcbba1cffab417626c1a70,127.05,23.22,76.78,Inactive Customer,Win-Back Campaign,12.08,16.54,76.78,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e66926d000cad7d9ecc9c5f28537741e,52.64,19.59,80.41,At Risk Customer,Urgent Retention Campaign,9.99,13.83,80.41,Churn Risk Stage,Retention Campaign,Special Discount Offer
e669781ce5426c9140dfecb3e32351a3,0.0,8.69,91.31,At Risk Customer,Urgent Retention Campaign,4.34,6.08,91.31,Churn Risk Stage,Retention Campaign,Special Discount Offer
e669d4a77d078eb9e1f0e2e0d8faf814,178.2,29.66,70.34,VIP Customer,VIP Loyalty Benefits,15.49,21.16,70.34,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e66c03faee607e9eb86380d0a86a327d,1469.93,18.33,81.67,VIP Customer,VIP Loyalty Benefits,14.63,16.11,81.67,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e66e12501fc7ae03726522d318803ebd,0.0,11.59,88.41,At Risk Customer,Urgent Retention Campaign,5.8,8.12,88.41,Churn Risk Stage,Retention Campaign,Special Discount Offer
e66e1de62896e1bd647e32ddc4fe5bd9,0.0,19.3,80.7,At Risk Customer,Urgent Retention Campaign,9.65,13.51,80.7,Churn Risk Stage,Retention Campaign,Special Discount Offer
e66e20554b301694df07bec45298e25d,31.8,19.87,80.13,At Risk Customer,Urgent Retention Campaign,10.05,13.98,80.13,Churn Risk Stage,Retention Campaign,Special Discount Offer
e66f60d86942c41f5c982a267c881c49,89.99,26.27,73.73,Inactive Customer,Win-Back Campaign,13.47,18.59,73.73,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6700e278c4e305488ac1b76b8991bf3,102.99,19.09,80.91,At Risk Customer,Urgent Retention Campaign,9.93,13.59,80.91,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6705943467b395bfe2005f4b7128a51,99.99,11.38,88.62,At Risk Customer,Urgent Retention Campaign,6.06,8.19,88.62,Churn Risk Stage,Retention Campaign,Special Discount Offer
e670627ba0f1fc0b685e9ef7ec11dcf6,54.99,16.17,83.83,At Risk Customer,Urgent Retention Campaign,8.29,11.44,83.83,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6734ca431496b33539fdb3023997dd6,59.9,26.27,73.73,Inactive Customer,Win-Back Campaign,13.36,18.52,73.73,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e676374dc48b33937946cd746169efc9,113.98,22.73,77.27,Inactive Customer,Win-Back Campaign,11.79,16.17,77.27,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6765cc5f48f2c03a00dff340ea1dd93,24.9,7.54,92.46,At Risk Customer,Urgent Retention Campaign,3.86,5.33,92.46,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6797b7d4c35624ef13982ab27d3255b,49.99,25.07,74.93,Inactive Customer,Win-Back Campaign,12.72,17.66,74.93,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e67af1efd445becc5019902668fe3218,59.9,14.99,85.01,At Risk Customer,Urgent Retention Campaign,7.72,10.63,85.01,Churn Risk Stage,Retention Campaign,Special Discount Offer
e67bf61480d4ac433bacf42a874f74cf,0.0,19.72,80.28,At Risk Customer,Urgent Retention Campaign,9.86,13.8,80.28,Churn Risk Stage,Retention Campaign,Special Discount Offer
e67d2d24911d799845deaef02de14064,79.99,12.54,87.46,At Risk Customer,Urgent Retention Campaign,6.57,8.96,87.46,Churn Risk Stage,Retention Campaign,Special Discount Offer
e67ffb93f00c3c5ceddaad4c0dbb1f0f,189.9,23.1,76.9,VIP Customer,VIP Loyalty Benefits,12.26,16.6,76.9,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e68142d59d8b0bb613a994dd9c72d356,0.0,21.84,78.16,Inactive Customer,Win-Back Campaign,10.92,15.29,78.16,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e68365f0fec5a377bd6f49cb444e453c,159.9,18.87,81.13,VIP Customer,VIP Loyalty Benefits,10.03,13.57,81.13,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e683b2b068d7a63277bf964584899c3c,289.0,23.2,76.8,VIP Customer,VIP Loyalty Benefits,12.68,16.89,76.8,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6845b6d340ed1788a4be304b0d712cd,329.0,15.75,84.25,VIP Customer,VIP Loyalty Benefits,9.1,11.76,84.25,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e684fd5150dda0614327a268066d7c52,0.0,26.08,73.92,Inactive Customer,Win-Back Campaign,13.04,18.26,73.92,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6851148d62886a219bc408b9cdc3fb9,59.98,9.51,90.49,At Risk Customer,Urgent Retention Campaign,4.98,6.79,90.49,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6870dbb2ee0d2e688259549533bd1aa,0.0,21.58,78.42,Inactive Customer,Win-Back Campaign,10.79,15.11,78.42,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e687324f8eb6b0ccb2e34d8955881f0c,109.99,14.5,85.5,At Risk Customer,Urgent Retention Campaign,7.66,10.4,85.5,Churn Risk Stage,Retention Campaign,Special Discount Offer
e68790871f64ddcc3e7f47040727a0f0,117.3,23.36,76.64,Inactive Customer,Win-Back Campaign,12.12,16.62,76.64,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e68856e8450afe7390b02d1b2bcefb29,117.7,23.2,76.8,Inactive Customer,Win-Back Campaign,12.04,16.5,76.8,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e68adbdac93c15c8035827ac6634ad0e,29.9,22.14,77.86,Inactive Customer,Win-Back Campaign,11.18,15.56,77.86,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e68b228a167dd53ae8935c8516089068,29.0,15.57,84.43,At Risk Customer,Urgent Retention Campaign,7.89,10.96,84.43,Churn Risk Stage,Retention Campaign,Special Discount Offer
e68be0a3138a025690efbc7275b629e8,119.8,26.83,73.17,Inactive Customer,Win-Back Campaign,13.86,19.05,73.17,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e68d4f4734a5b8217ccc983d2c30437f,98.9,26.85,73.15,Inactive Customer,Win-Back Campaign,13.79,19.01,73.15,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e68e23cd8dc8440920cb41fc7abf5f2a,139.99,21.22,78.78,VIP Customer,VIP Loyalty Benefits,11.13,15.17,78.78,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e68e57f2c6750ea1ca70246e464a8c35,22.9,17.27,82.73,At Risk Customer,Urgent Retention Campaign,8.72,12.14,82.73,Churn Risk Stage,Retention Campaign,Special Discount Offer
e68e9e7ba54057868c5fcc2332507e8d,189.0,26.0,74.0,VIP Customer,VIP Loyalty Benefits,13.7,18.62,74.0,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e68f08af2fbfe672699b764adce7da1a,139.9,23.34,76.66,VIP Customer,VIP Loyalty Benefits,12.19,16.65,76.66,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e69077fb937a0eb51a6d94e07c4d4de9,0.0,29.6,70.4,Inactive Customer,Win-Back Campaign,14.8,20.72,70.4,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6910b174dafc1b647cbb5a812a5188b,32.9,26.02,73.98,Inactive Customer,Win-Back Campaign,13.13,18.29,73.98,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6915acf7e23a8c5a80bead3b5aea8c9,269.8,14.22,85.78,VIP Customer,VIP Loyalty Benefits,8.11,10.55,85.78,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6917a0b32367d6fa91cffb4c0faee07,119.9,24.71,75.29,Inactive Customer,Win-Back Campaign,12.8,17.56,75.29,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e69340971b7bea3722a7941457554fbd,77.8,23.2,76.8,Inactive Customer,Win-Back Campaign,11.89,16.41,76.8,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e696aa94a87c8e7c24562a26491c2e69,150.98,22.27,77.73,VIP Customer,VIP Loyalty Benefits,11.7,15.93,77.73,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6981ea0a1a0edf5dc0e46144dfbb3d3,0.0,24.32,75.68,Inactive Customer,Win-Back Campaign,12.16,17.02,75.68,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e69a2237d79485b1bf4c1b4dca757b4c,79.9,26.41,73.59,Inactive Customer,Win-Back Campaign,13.5,18.66,73.59,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e69b2912a0663fc0dc9f30e085ad6bb3,129.0,25.65,74.35,Inactive Customer,Win-Back Campaign,13.3,18.24,74.35,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e69c664cef877ebf383baaad71573e5e,149.99,27.75,72.25,VIP Customer,VIP Loyalty Benefits,14.43,19.76,72.25,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e69e2b2ce493d7d2307b2588fd1614bd,119.99,9.44,90.56,At Risk Customer,Urgent Retention Campaign,5.17,6.88,90.56,Churn Risk Stage,Retention Campaign,Special Discount Offer
e69f35058039ed1d8824876e47a49b42,0.0,25.36,74.64,Inactive Customer,Win-Back Campaign,12.68,17.75,74.64,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6a1301f4dae77d4d17ad19cdaf513a7,99.9,24.26,75.74,Inactive Customer,Win-Back Campaign,12.5,17.2,75.74,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6a1d274cbba12da4cd29eb462b34be5,161.99,2.05,97.95,VIP Customer,VIP Loyalty Benefits,1.63,1.8,97.95,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6a223d0cf77662bdccf885c06cc5698,59.99,15.61,84.39,At Risk Customer,Urgent Retention Campaign,8.03,11.06,84.39,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6a2ff59d76e11e3468cbd81ad7b39ab,69.9,17.28,82.72,At Risk Customer,Urgent Retention Campaign,8.9,12.25,82.72,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6a3310e2cd4563b55022637e6ac3a49,153.0,28.07,71.93,VIP Customer,VIP Loyalty Benefits,14.6,19.99,71.93,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6a99e42d57964fbc4d12a94460f0b3f,0.0,10.2,89.8,At Risk Customer,Urgent Retention Campaign,5.1,7.14,89.8,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6ab41e2b2a14272f7e03b91b5b6cbc4,0.0,23.03,76.97,Inactive Customer,Win-Back Campaign,11.52,16.12,76.97,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6ab5bc829c34bd01e24a33404aecf38,109.9,15.84,84.16,At Risk Customer,Urgent Retention Campaign,8.33,11.33,84.16,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6ac17748609d067cd1fb0de631adf2a,58.99,27.26,72.74,Inactive Customer,Win-Back Campaign,13.85,19.21,72.74,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6acf8d170b8a04c3243057e4afbf3ad,78.0,29.4,70.6,Inactive Customer,Win-Back Campaign,14.99,20.75,70.6,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6aede5b2818df1b512845c729cf7463,1098.0,24.92,75.08,VIP Customer,VIP Loyalty Benefits,16.54,19.89,75.08,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6b16f1c51ac79a25ffeb0efe69a6d9a,0.0,9.32,90.68,At Risk Customer,Urgent Retention Campaign,4.66,6.52,90.68,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6b1734f8de4635da2c51cd2239722a8,107.0,20.34,79.66,Inactive Customer,Win-Back Campaign,10.57,14.48,79.66,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6b285d2bb6a815e13e2b8daa764f3f5,29.9,29.85,70.15,Inactive Customer,Win-Back Campaign,15.04,20.96,70.15,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6b2ebebab1d04ea3fe75e9ef4f8f433,59.99,21.31,78.69,Inactive Customer,Win-Back Campaign,10.88,15.05,78.69,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6b2f88aff1cd27ac49cc0b10b60d782,97.79,25.4,74.6,Inactive Customer,Win-Back Campaign,13.06,18.0,74.6,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6b35f5adf571c37cbfdfc16e8b3de8f,659.99,20.8,79.2,VIP Customer,VIP Loyalty Benefits,12.86,16.04,79.2,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6b415915b2965d636dc451a90658853,196.0,29.12,70.88,VIP Customer,VIP Loyalty Benefits,15.29,20.82,70.88,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6b42f1327efa99bad737d11b2d9e216,29.8,9.77,90.23,At Risk Customer,Urgent Retention Campaign,5.0,6.91,90.23,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6b6a6ad96190dd5375b869b9bbe63d6,93.0,22.65,77.35,Inactive Customer,Win-Back Campaign,11.67,16.06,77.35,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6b6a948843f2f2758ad5daa69bbfc10,53.400000000000006,9.08,90.92,At Risk Customer,Urgent Retention Campaign,4.74,6.48,90.92,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6b73803937de4962f3668d7dbe6b0b3,30.5,26.28,73.72,Inactive Customer,Win-Back Campaign,13.25,18.46,73.72,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6b7b4ad596bdf71bfaf868e68bde43c,74.9,24.22,75.78,Inactive Customer,Win-Back Campaign,12.39,17.12,75.78,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6b7d4d4935d76db6efb38e40bbdd43e,29.9,12.93,87.07,At Risk Customer,Urgent Retention Campaign,6.58,9.12,87.07,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6b8e7c4bd686ffec36d3f8e0a301040,49.9,22.38,77.62,Inactive Customer,Win-Back Campaign,11.38,15.78,77.62,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6b9dca9843cca78a45a342dbc75ec62,0.0,27.89,72.11,Inactive Customer,Win-Back Campaign,13.94,19.52,72.11,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6b9dd1ff3fc7c413f1786685ed6dd1b,53.99,29.16,70.84,Inactive Customer,Win-Back Campaign,14.78,20.53,70.84,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6bab0dfc06a6fbaa86dafa7425c57dc,190.0,25.07,74.93,VIP Customer,VIP Loyalty Benefits,13.24,17.97,74.93,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6bb34e217f1ab2471b82ed37dd35a7b,129.9,10.13,89.87,At Risk Customer,Urgent Retention Campaign,5.55,7.38,89.87,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6bc2428864d779914fcd076ae336b88,49.9,16.17,83.83,At Risk Customer,Urgent Retention Campaign,8.27,11.43,83.83,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6bce3bae4ce9bba358e56e51d9e005a,95.0,23.17,76.83,Inactive Customer,Win-Back Campaign,11.94,16.43,76.83,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6bfc657dec39a875b8d3e2d9fed8d62,115.0,29.3,70.7,Inactive Customer,Win-Back Campaign,15.08,20.77,70.7,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6c2d4c0d18521155e20e567476bcbac,0.0,8.18,91.82,At Risk Customer,Urgent Retention Campaign,4.09,5.73,91.82,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6c3cfea63c4944655b1245001666f16,169.0,12.2,87.8,VIP Customer,VIP Loyalty Benefits,6.73,8.92,87.8,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6c4ff8a40f09e03dc463d697066056a,119.8,18.03,81.97,At Risk Customer,Urgent Retention Campaign,9.46,12.89,81.97,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6c511136553ac0142b1b637ed2671a7,55.6,28.7,71.3,Inactive Customer,Win-Back Campaign,14.56,20.22,71.3,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6c7a00e164a7d5a74f5f0414de8a8dd,50.0,21.65,78.35,Inactive Customer,Win-Back Campaign,11.01,15.27,78.35,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6ca72b67c6e4ff59f24daaa03d0f593,129.0,26.12,73.88,Inactive Customer,Win-Back Campaign,13.54,18.57,73.88,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6ccad19d884639f45d790c91e981d53,0.0,17.64,82.36,At Risk Customer,Urgent Retention Campaign,8.82,12.35,82.36,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6ce96f8582c1c5bbfd1be55f9032d73,88.9,14.78,85.22,At Risk Customer,Urgent Retention Campaign,7.72,10.54,85.22,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6ce9e5d704cf1bdc438a588bef02d5d,147.9,29.1,70.9,VIP Customer,VIP Loyalty Benefits,15.1,20.7,70.9,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6cfb18e210213b9b75898f35b2703e6,24.99,29.69,70.31,Inactive Customer,Win-Back Campaign,14.94,20.84,70.31,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6cff75a2611a9dcf86f9a62c5ad8195,32.9,29.23,70.77,Inactive Customer,Win-Back Campaign,14.74,20.54,70.77,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6d0123acf6f32436162b84e9239f6ce,399.0,18.86,81.14,VIP Customer,VIP Loyalty Benefits,10.91,14.09,81.14,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6d08c276c45a22381ec076deeb63b13,89.3,26.78,73.22,Inactive Customer,Win-Back Campaign,13.72,18.94,73.22,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6d384b796a94c1e47b25c06dcd48e2e,35.9,19.82,80.18,At Risk Customer,Urgent Retention Campaign,10.04,13.95,80.18,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6d38df64bcfa3003724ccb7ffed6959,149.0,25.79,74.21,VIP Customer,VIP Loyalty Benefits,13.45,18.39,74.21,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6d3a211ef39d127621ff7b413af85bd,186.0,25.12,74.88,VIP Customer,VIP Loyalty Benefits,13.25,18.0,74.88,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6d48052b4b13c4ea8b0b4ce98e49b70,919.99,23.78,76.22,VIP Customer,VIP Loyalty Benefits,15.31,18.7,76.22,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6d4f499586a90c752c6a3402f3c0fb7,34.3,26.7,73.3,Inactive Customer,Win-Back Campaign,13.48,18.77,73.3,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6d5de7faa32aae4746d4900a9ceb236,0.0,13.4,86.6,At Risk Customer,Urgent Retention Campaign,6.7,9.38,86.6,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6da0e9bb3545f5468975a2cf67ce246,34.9,9.94,90.06,At Risk Customer,Urgent Retention Campaign,5.1,7.04,90.06,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6da74c40c4f26b874023ada75183aba,79.0,25.42,74.58,Inactive Customer,Win-Back Campaign,13.0,17.97,74.58,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6dad6995380749fc3e8f0178b5873c3,124.9,24.97,75.03,Inactive Customer,Win-Back Campaign,12.95,17.76,75.03,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6daf89ad5d70394292f763272af2362,28.8,19.97,80.03,At Risk Customer,Urgent Retention Campaign,10.09,14.04,80.03,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6db21b8f45b4951d26beab2637b7f24,0.0,26.65,73.35,Inactive Customer,Win-Back Campaign,13.32,18.65,73.35,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6dc181051e2446e7ae94acd95676489,70.0,28.36,71.64,Inactive Customer,Win-Back Campaign,14.44,20.01,71.64,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6dce33393ced24dd4806b8246c37b0b,0.0,25.98,74.02,Inactive Customer,Win-Back Campaign,12.99,18.19,74.02,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6dcecfb8147623f7b77f1760774494c,93.9,24.51,75.49,Inactive Customer,Win-Back Campaign,12.6,17.36,75.49,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6df49d59361c5f3ae92c0053feaad59,56.0,27.25,72.75,Inactive Customer,Win-Back Campaign,13.83,19.2,72.75,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6e1984407db651a5305c6c57e0a11d4,79.0,17.81,82.19,At Risk Customer,Urgent Retention Campaign,9.2,12.64,82.19,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6e2a0b666308138b428a3171f518355,199.0,17.16,82.84,VIP Customer,VIP Loyalty Benefits,9.32,12.46,82.84,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
e6e4a295830c931a02e008828ad1cd4d,62.8,20.53,79.47,Inactive Customer,Win-Back Campaign,10.5,14.51,79.47,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6e5d1f33e43552ff5762bf822e53d2d,0.0,24.32,75.68,Inactive Customer,Win-Back Campaign,12.16,17.02,75.68,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6e5fa3fb733ae81af75780250520907,89.9,22.75,77.25,Inactive Customer,Win-Back Campaign,11.71,16.13,77.25,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6e672ede70da04486fbb08ed54f989b,0.0,29.44,70.56,Inactive Customer,Win-Back Campaign,14.72,20.61,70.56,Churn Risk Stage,Win Back Campaign,Special Discount Offer
e6e71562f6068cffa61a1c1b16be8e27,50.0,9.8,90.2,At Risk Customer,Urgent Retention Campaign,5.09,6.97,90.2,Churn Risk Stage,Retention Campaign,Special Discount Offer
e6e94eb538899b65ef8b6d8258b65998,129.0,27.0,73.0,Inactive Customer,Win-Back Campaign,13.98,19.19,73.0,Churn Risk Stage,Win Back Campaign,Special Discount Offer
